"Station Group","Trip ID","Date","Station ID","Depth","Cond","pH","TSS_flg","TSS","TDS_flg","TDS","Ca_flg","Ca","Mg_flg","Mg","Na_flg","Na","K_flg","K","Cl_flg","Cl","SO4_flg","SO4","CO3_flg","CO3","HCO3_flg","HCO3","Alkalinity_flg","Alkalinity"
"LPCR0905","LP780808",8/9/1978 7:50:00,"SCUCLP14",46.00,875.00,8.10,,,,591.00,,73.74,,26.24,,81.84,,5.47,,52.47,,255.53,,0.00,,158.64,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",30.70,865.00,8.00,,,,593.00,,76.95,,24.30,,76.32,,3.91,,39.00,,277.62,,0.00,,159.86,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",88.30,1010.00,7.70,,,,720.00,,89.17,,27.34,,96.55,,4.69,,55.31,,319.89,,0.00,,167.19,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",15.50,641.00,8.20,,,,419.00,,56.91,,18.47,,52.41,,2.73,,31.20,,165.71,,0.00,,129.36,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",0.20,762.00,8.50,,,,515.00,,61.72,,21.38,,68.96,,3.91,,34.74,,241.60,,8.40,,104.95,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",46.00,890.00,8.00,,,,613.00,,79.15,,23.69,,85.06,,3.91,,37.58,,274.74,,0.00,,156.20,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",61.20,950.00,8.00,,,,659.00,,84.16,,24.30,,91.95,,5.08,,38.29,,312.21,,0.00,,162.30,,
"LPSJR193","LP780808",8/9/1978 9:00:00,"SCUCLP15",76.40,1010.00,7.90,,,,699.00,,88.17,,26.12,,96.55,,4.30,,53.18,,312.21,,0.00,,168.41,,
"LPCR1169","LP780808",8/9/1978 10:50:00,"SCUCLP16",30.70,770.00,7.80,,,,542.00,,65.72,,21.87,,69.88,,3.51,,44.67,,219.99,,0.00,,152.54,,
"LPCR1169","LP780808",8/9/1978 10:50:00,"SCUCLP16",61.20,1000.00,7.80,,,,691.00,,83.16,,29.16,,94.25,,4.30,,65.94,,277.14,,0.00,,172.07,,
"LPCR1169","LP780808",8/9/1978 10:50:00,"SCUCLP16",96.30,1100.00,7.90,,,,769.00,,91.17,,32.20,,109.20,,4.69,,84.38,,324.69,,0.00,,178.17,,
