"Station Group","Trip ID","Date","Station ID","Depth","Cond","pH","TSS_flg","TSS","TDS_flg","TDS","Ca_flg","Ca","Mg_flg","Mg","Na_flg","Na","K_flg","K","Cl_flg","Cl","SO4_flg","SO4","CO3_flg","CO3","HCO3_flg","HCO3","Alkalinity_flg","Alkalinity"
"LPCR1169","LP730403",4/4/1973 9:00:00,"SCUCLP16",44.80,944.00,8.40,,,,642.00,,79.35,,27.70,,82.76,,4.69,,58.85,,280.51,,6.60,,144.00,,
"LPCR1169","LP730403",4/4/1973 9:00:00,"SCUCLP16",0.20,833.00,8.50,,,,563.00,,72.94,,24.06,,68.96,,3.91,,45.38,,229.59,,11.40,,135.46,,
"LPCR1169","LP730403",4/4/1973 9:00:00,"SCUCLP16",14.30,849.00,8.50,,,,569.00,,72.94,,23.57,,74.02,,3.91,,43.96,,246.88,,7.20,,140.95,,
"LPCR1169","LP730403",4/4/1973 9:00:00,"SCUCLP16",79.80,971.00,8.40,,,,650.00,,80.95,,28.19,,83.68,,4.69,,62.40,,268.98,,7.20,,156.81,,
"LPSJR193","LP730403",4/4/1973 13:50:00,"SCUCLP15",70.70,840.00,8.50,,,,576.00,,74.54,,23.33,,73.56,,3.91,,42.19,,245.92,,7.20,,137.29,,
"LPSJR193","LP730403",4/4/1973 13:50:00,"SCUCLP15",60.00,944.00,8.50,,,,654.00,,84.96,,23.81,,83.68,,3.12,,43.96,,290.11,,6.60,,156.20,,
"LPSJR193","LP730403",4/4/1973 13:50:00,"SCUCLP15",44.80,923.00,8.50,,,,652.00,,84.96,,21.87,,84.60,,3.12,,26.59,,311.25,,7.20,,148.27,,
"LPSJR193","LP730403",4/4/1973 13:50:00,"SCUCLP15",29.50,899.00,8.50,,,,632.00,,83.36,,21.38,,81.84,,3.12,,25.88,,301.64,,7.80,,143.39,,
"LPSJR193","LP730403",4/4/1973 13:50:00,"SCUCLP15",14.30,817.00,8.50,,,,562.00,,75.34,,20.41,,68.96,,3.91,,28.72,,258.41,,7.50,,136.07,,
"LPSJR193","LP730403",4/4/1973 13:50:00,"SCUCLP15",0.20,833.00,8.50,,,,570.00,,70.53,,23.09,,72.64,,3.91,,43.61,,248.80,,7.20,,133.63,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",60.00,950.00,8.50,,,,653.00,,81.75,,27.70,,86.44,,3.12,,63.81,,278.58,,9.30,,145.22,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",102.70,960.00,8.30,,,,669.00,,82.96,,28.43,,79.54,,3.91,,60.98,,265.14,,7.50,,158.64,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",90.50,946.00,8.40,,,,651.00,,79.35,,27.22,,88.28,,3.12,,76.22,,268.98,,11.10,,135.46,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",75.20,964.00,8.10,,,,661.00,,83.36,,27.22,,85.52,,4.69,,51.76,,278.58,,0.00,,173.29,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",29.50,823.00,8.60,,,,576.00,,74.94,,21.63,,72.18,,3.91,,35.10,,245.92,,7.80,,137.90,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",14.30,842.00,8.60,,,,570.00,,72.14,,23.57,,74.02,,3.91,,44.67,,233.43,,10.20,,131.19,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",0.20,830.00,8.60,,,,564.00,,68.93,,23.57,,74.02,,3.91,,46.09,,236.32,,11.70,,122.03,,
"LPCR0905","LP730403",4/4/1973 14:55:00,"SCUCLP14",44.80,846.00,8.50,,,,584.00,,78.15,,22.11,,73.56,,3.91,,35.10,,255.53,,9.00,,137.90,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",0.20,841.00,8.50,,,,559.00,,70.53,,24.06,,74.02,,3.91,,48.22,,230.55,,7.80,,137.29,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",44.70,942.00,8.60,,,,661.00,,82.56,,26.24,,84.60,,4.69,,55.31,,276.66,,9.60,,145.22,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",59.90,960.00,8.50,,,,668.00,,84.96,,26.73,,86.44,,4.69,,59.56,,280.51,,6.30,,154.37,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",29.40,882.00,8.50,,,,602.00,,76.14,,24.79,,79.08,,3.91,,51.76,,242.08,,6.30,,148.27,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",90.40,952.00,8.50,,,,660.00,,84.16,,27.22,,83.68,,4.69,,56.02,,293.95,,6.30,,129.36,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",105.60,955.00,8.50,,,,663.00,,83.36,,27.22,,84.60,,4.69,,56.72,,255.53,,15.00,,159.25,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",75.10,956.00,8.20,,,,661.00,,83.36,,27.22,,86.44,,4.69,,61.69,,280.51,,0.00,,165.97,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",14.20,842.00,8.50,,,,561.00,,69.73,,23.81,,73.10,,3.91,,46.09,,230.55,,10.50,,133.02,,
"LPCR0453","LP730403",4/5/1973 9:15:00,"SCUCLP13",119.30,957.00,8.50,,,,663.00,,82.56,,26.73,,84.60,,3.12,,56.72,,272.82,,12.00,,143.39,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",105.60,1000.00,8.10,,,,699.00,,83.36,,29.16,,91.95,,4.69,,58.85,,299.72,,0.00,,167.19,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",14.20,848.00,8.40,,,,575.00,,68.53,,24.06,,74.48,,3.91,,48.22,,235.36,,11.10,,125.69,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",59.90,948.00,8.30,,,,678.00,,74.54,,28.68,,92.87,,4.69,,60.27,,288.19,,12.90,,110.44,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",44.70,1020.00,8.50,,,,699.00,,84.16,,28.68,,91.95,,4.69,,60.27,,297.80,,12.60,,144.00,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",29.40,914.00,8.50,,,,639.00,,76.14,,25.27,,83.68,,4.69,,51.76,,263.21,,14.40,,131.19,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",0.20,844.00,8.20,,,,586.00,,68.13,,23.81,,75.86,,3.91,,48.92,,231.51,,0.00,,150.10,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",75.10,974.00,8.50,,,,696.00,,84.96,,29.16,,91.95,,4.69,,60.98,,295.88,,19.50,,127.53,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",90.40,987.00,8.40,,,,690.00,,81.75,,28.19,,91.03,,4.69,,58.85,,295.88,,13.80,,128.14,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",120.90,995.00,8.50,,,,692.00,,84.16,,29.16,,91.03,,4.69,,58.14,,295.88,,15.60,,133.63,,
"LPCR0024","LP730403",4/5/1973 12:05:00,"SCUCLP12",128.50,1010.00,8.00,,,,700.00,,83.36,,29.16,,91.03,,4.69,,60.27,,288.19,,0.00,,167.19,,
"LPCR0024","LP730403",4/6/1973 9:30:00,"SCUCLP11",0.00,960.00,8.10,,,,673.00,,80.95,,27.22,,87.36,,4.69,,56.72,,278.58,,0.00,,166.58,,
"LPCR0024","LP730515",5/14/1973 13:35:00,"SCUCLP11",0.00,940.00,8.00,,,,623.00,,77.75,,26.24,,81.84,,4.69,,53.53,,278.58,,0.00,,162.30,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",15.40,845.00,8.20,,,,581.00,,71.74,,23.81,,73.10,,3.91,,45.73,,242.08,,0.00,,151.93,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",0.10,840.00,8.50,,,,577.00,,70.93,,24.06,,72.64,,3.91,,45.73,,241.12,,15.30,,125.08,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",76.30,1030.00,8.60,,,,685.00,,81.75,,29.65,,92.87,,4.69,,68.07,,284.35,,16.20,,149.49,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",61.10,962.00,8.70,,,,613.00,,80.95,,28.19,,86.44,,4.69,,59.21,,272.82,,16.20,,145.22,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",45.80,922.00,8.50,,,,630.00,,79.35,,26.73,,80.00,,4.69,,54.24,,272.82,,17.70,,130.58,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",80.90,1040.00,8.20,,,,691.00,,82.56,,30.13,,92.87,,4.69,,65.94,,280.51,,0.00,,183.05,,
"LPCR1169","LP730515",5/15/1973 13:15:00,"SCUCLP16",30.60,858.00,8.40,,,,581.00,,72.54,,24.06,,72.18,,3.91,,48.57,,237.28,,11.70,,134.85,,
"LPCR2387","LP730515",5/16/1973 8:40:00,"SCUCLP18",30.90,532.00,8.00,,,,351.00,,49.29,,16.64,,37.47,,3.12,,21.27,,121.52,,0.00,,142.78,,
"LPCR2387","LP730515",5/16/1973 8:40:00,"SCUCLP18",37.00,632.00,8.20,,,,419.00,,54.90,,19.44,,48.73,,3.12,,32.26,,150.34,,0.00,,151.32,,
"LPCR2387","LP730515",5/16/1973 8:40:00,"SCUCLP18",0.40,535.00,8.40,,,,378.00,,52.10,,17.62,,41.15,,3.12,,23.04,,134.97,,8.70,,128.14,,
"LPCR2387","LP730515",5/16/1973 8:40:00,"SCUCLP18",15.70,543.00,8.50,,,,360.00,,48.89,,16.64,,38.39,,3.12,,21.98,,125.36,,15.60,,111.66,,
"LPCR1692","LP730515",5/16/1973 12:00:00,"SCUCLP17",75.10,1120.00,8.20,,,,775.00,,84.96,,33.05,,109.43,,4.69,,76.58,,313.17,,0.00,,192.81,,
"LPCR1692","LP730515",5/16/1973 12:00:00,"SCUCLP17",46.10,1030.00,8.50,,,,701.00,,80.15,,29.65,,94.71,,4.69,,64.88,,282.43,,12.00,,151.93,,
"LPCR1692","LP730515",5/16/1973 12:00:00,"SCUCLP17",61.40,1100.00,8.60,,,,764.00,,84.16,,32.56,,110.35,,4.69,,75.16,,313.17,,15.00,,164.75,,
"LPCR1692","LP730515",5/16/1973 12:00:00,"SCUCLP17",0.40,935.00,8.40,,,,643.00,,78.55,,27.22,,82.76,,4.69,,52.82,,272.82,,12.30,,136.68,,
"LPCR1692","LP730515",5/16/1973 12:00:00,"SCUCLP17",15.70,948.00,8.50,,,,655.00,,73.74,,28.19,,87.36,,4.69,,58.50,,263.21,,19.80,,137.90,,
"LPCR1692","LP730515",5/16/1973 12:00:00,"SCUCLP17",30.90,994.00,8.50,,,,687.00,,80.15,,29.16,,91.03,,4.69,,62.75,,282.43,,15.00,,145.83,,
"LPSJR193","LP730515",5/16/1973 14:10:00,"SCUCLP15",0.40,770.00,8.40,,,,514.00,,69.73,,24.30,,56.09,,3.12,,23.04,,236.32,,6.90,,140.95,,
"LPSJR193","LP730515",5/16/1973 14:10:00,"SCUCLP15",15.70,879.00,8.30,,,,593.00,,78.15,,25.27,,72.64,,3.91,,29.43,,279.55,,3.60,,152.54,,
"LPSJR193","LP730515",5/16/1973 14:10:00,"SCUCLP15",30.90,949.00,8.60,,,,652.00,,84.16,,25.76,,83.68,,4.69,,31.55,,320.85,,8.10,,150.71,,
"LPSJR193","LP730515",5/16/1973 14:10:00,"SCUCLP15",46.10,958.00,8.60,,,,657.00,,84.96,,24.79,,85.52,,4.69,,32.26,,309.32,,12.00,,147.05,,
"LPSJR193","LP730515",5/16/1973 14:10:00,"SCUCLP15",61.40,977.00,8.50,,,,657.00,,82.56,,27.22,,87.36,,4.69,,49.28,,295.88,,6.60,,161.08,,
"LPSJR193","LP730515",5/16/1973 14:10:00,"SCUCLP15",75.10,1010.00,8.00,,,,730.00,,80.95,,28.68,,89.20,,4.69,,59.21,,272.82,,0.00,,189.15,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",76.90,1020.00,8.10,,,,664.00,,80.15,,28.19,,92.87,,4.69,,68.07,,274.74,,0.00,,176.34,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",61.70,968.00,8.50,,,,641.00,,80.15,,27.22,,88.28,,4.69,,59.21,,270.90,,6.00,,159.25,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",0.70,874.00,8.40,,,,567.00,,72.94,,24.54,,73.10,,3.91,,40.77,,262.25,,7.20,,144.00,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",104.30,1030.00,8.40,,,,680.00,,80.95,,29.16,,96.55,,4.69,,68.78,,288.19,,6.90,,169.02,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",31.20,903.00,8.50,,,,582.00,,75.34,,25.27,,79.08,,4.69,,49.28,,268.98,,9.60,,138.51,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",92.10,1030.00,8.50,,,,657.00,,80.95,,29.16,,95.63,,4.69,,68.07,,284.35,,11.10,,158.64,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",15.90,854.00,8.50,,,,532.00,,68.93,,24.30,,73.56,,3.91,,45.02,,244.00,,4.80,,142.78,,
"LPCR0905","LP730515",5/17/1973 9:15:00,"SCUCLP14",46.40,918.00,8.50,,,,601.00,,76.95,,25.27,,80.92,,4.69,,47.86,,267.06,,7.50,,148.27,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",76.90,964.00,8.50,,,,636.00,,80.15,,27.22,,85.52,,4.69,,56.37,,280.51,,10.50,,151.93,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",121.10,980.00,8.30,,,,644.00,,80.15,,28.19,,90.12,,4.69,,59.92,,272.82,,2.70,,172.68,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",15.90,844.00,8.40,,,,570.00,,71.33,,23.81,,72.64,,3.91,,45.73,,236.32,,8.10,,138.51,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",0.70,848.00,8.40,,,,576.00,,72.14,,24.30,,70.80,,3.91,,49.99,,239.20,,6.60,,150.71,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",92.10,976.00,8.60,,,,640.00,,80.15,,27.70,,90.12,,4.69,,61.33,,278.58,,10.50,,152.54,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",61.70,960.00,8.50,,,,637.00,,80.15,,27.22,,83.68,,4.69,,57.79,,278.58,,9.30,,154.37,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",46.40,925.00,8.30,,,,599.00,,76.95,,26.24,,81.84,,4.69,,49.99,,268.98,,4.80,,154.98,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",31.20,865.00,8.30,,,,582.00,,72.14,,23.57,,74.94,,3.91,,40.77,,253.61,,4.80,,146.44,,
"LPCR0453","LP730515",5/17/1973 10:20:00,"SCUCLP13",107.40,981.00,8.50,,,,637.00,,80.15,,28.19,,87.36,,4.69,,60.62,,272.82,,9.30,,156.81,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",92.10,969.00,8.20,,,,648.00,,79.35,,26.73,,82.76,,4.69,,57.08,,280.51,,0.00,,169.02,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",130.20,967.00,8.40,,,,659.00,,80.15,,26.73,,83.68,,4.69,,57.79,,265.14,,12.30,,149.49,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",0.40,863.00,8.60,,,,577.00,,69.73,,25.03,,75.40,,3.91,,51.41,,236.32,,15.00,,126.92,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",122.60,961.00,8.50,,,,649.00,,80.15,,27.70,,83.68,,4.69,,57.79,,280.51,,18.30,,134.24,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",107.40,961.00,8.50,,,,648.00,,80.15,,27.22,,83.68,,4.69,,57.08,,268.98,,18.90,,131.80,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",76.90,963.00,8.50,,,,652.00,,80.15,,27.22,,82.76,,4.69,,58.50,,282.43,,18.60,,133.02,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",61.70,966.00,8.40,,,,666.00,,80.95,,27.22,,83.68,,4.69,,56.37,,274.74,,15.30,,136.07,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",46.40,940.00,8.40,,,,638.00,,80.95,,26.73,,82.76,,4.69,,54.95,,278.58,,17.40,,128.75,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",15.90,867.00,8.20,,,,576.00,,70.53,,25.03,,74.94,,3.91,,50.70,,241.12,,0.00,,153.15,,
"LPCR0024","LP730515",5/17/1973 11:45:00,"SCUCLP12",31.20,912.00,8.00,,,,623.00,,76.14,,25.27,,79.08,,4.69,,49.28,,261.29,,0.00,,158.64,,
"LPCR0024","LP730611",6/8/1973 14:15:00,"SCUCLP11",0.00,925.00,8.00,,,,625.00,,76.95,,24.79,,79.08,,4.69,,54.24,,265.14,,0.00,,159.25,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",129.10,976.00,8.30,,,,672.00,,82.56,,26.73,,82.76,,4.69,,59.92,,280.51,,9.90,,150.10,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",68.10,992.00,8.00,,,,670.00,,82.56,,26.73,,85.52,,4.69,,59.21,,286.27,,0.00,,167.80,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",0.50,871.00,8.40,,,,567.00,,69.73,,23.81,,74.94,,3.91,,52.12,,243.04,,13.80,,128.75,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",7.20,860.00,8.40,,,,568.00,,69.73,,23.33,,74.02,,3.91,,49.99,,237.28,,10.80,,133.02,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",22.40,851.00,8.40,,,,568.00,,69.73,,23.81,,74.94,,3.91,,49.28,,236.32,,8.10,,135.46,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",83.40,969.00,8.20,,,,655.00,,80.95,,26.24,,86.44,,4.69,,58.50,,282.43,,0.00,,168.41,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",98.60,966.00,7.80,,,,650.00,,82.56,,26.73,,82.76,,4.69,,59.92,,265.14,,0.00,,170.85,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",113.80,976.00,8.00,,,,657.00,,83.36,,26.73,,83.68,,4.69,,59.92,,282.43,,0.00,,169.63,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",37.60,879.00,8.20,,,,619.00,,72.54,,23.81,,76.78,,3.91,,52.12,,244.00,,0.00,,155.59,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",52.90,918.00,8.00,,,,648.00,,76.14,,24.30,,91.03,,4.69,,52.82,,265.14,,0.00,,159.86,,
"LPCR0024","LP730611",6/11/1973 9:00:00,"SCUCLP12",136.70,985.00,8.00,,,,679.00,,84.96,,27.22,,83.68,,4.69,,57.79,,276.66,,0.00,,177.56,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",37.60,866.00,8.30,,,,586.00,,72.94,,23.09,,75.86,,3.91,,45.73,,251.69,,13.50,,131.19,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",0.50,865.00,8.20,,,,581.00,,72.14,,23.57,,74.94,,3.91,,49.28,,243.04,,0.00,,155.59,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",127.60,995.00,8.30,,,,670.00,,80.95,,27.22,,91.03,,4.69,,65.94,,272.82,,9.90,,157.42,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",98.60,970.00,7.90,,,,649.00,,80.95,,26.73,,84.60,,4.69,,59.92,,272.82,,0.00,,175.73,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",83.40,967.00,8.00,,,,644.00,,81.75,,26.73,,84.60,,4.69,,59.21,,282.43,,0.00,,172.07,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",52.90,889.00,8.00,,,,596.00,,76.54,,23.57,,76.78,,3.91,,43.61,,259.37,,0.00,,158.64,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",22.40,888.00,8.00,,,,593.00,,74.14,,24.30,,78.16,,3.91,,47.86,,254.57,,0.00,,158.64,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",7.20,854.00,8.30,,,,568.00,,70.53,,23.57,,74.02,,3.91,,47.15,,244.00,,8.10,,138.51,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",113.80,995.00,7.70,,,,669.00,,80.95,,26.73,,91.03,,4.69,,64.17,,280.51,,0.00,,176.34,,
"LPCR0453","LP730611",6/11/1973 10:20:00,"SCUCLP13",68.10,945.00,7.90,,,,622.00,,79.35,,25.27,,83.68,,4.69,,55.66,,288.19,,0.00,,165.36,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",52.90,910.00,8.00,,,,625.00,,76.14,,23.33,,80.00,,3.12,,44.32,,267.06,,0.00,,161.69,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",83.40,971.00,7.90,,,,671.00,,80.95,,25.76,,86.44,,4.69,,59.21,,265.14,,0.00,,173.29,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",98.60,1030.00,7.80,,,,693.00,,81.75,,28.19,,93.79,,4.69,,68.78,,290.11,,0.00,,183.05,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",68.10,936.00,8.00,,,,650.00,,78.55,,25.27,,82.76,,3.12,,51.41,,268.98,,0.00,,166.58,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",22.40,781.00,8.00,,,,532.00,,62.92,,22.36,,67.13,,3.91,,43.61,,207.50,,0.00,,154.98,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",112.30,1040.00,7.90,,,,715.00,,82.56,,29.16,,96.55,,4.69,,68.78,,288.19,,0.00,,184.27,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",0.50,646.00,8.10,,,,423.00,,56.51,,18.71,,50.11,,3.12,,29.43,,166.19,,0.00,,148.27,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",7.20,631.00,7.90,,,,422.00,,54.10,,18.47,,49.65,,3.12,,29.43,,159.47,,0.00,,148.88,,
"LPCR0905","LP730611",6/11/1973 11:30:00,"SCUCLP14",37.60,926.00,8.00,,,,636.00,,75.34,,25.27,,80.92,,3.12,,53.53,,265.14,,0.00,,160.47,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",87.90,1040.00,7.90,,,,714.00,,81.75,,29.65,,97.47,,4.69,,69.49,,286.27,,0.00,,183.66,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",7.20,625.00,8.00,,,,408.00,,53.30,,18.71,,47.81,,3.12,,30.13,,150.82,,0.00,,145.83,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",68.10,994.00,8.10,,,,682.00,,80.15,,27.70,,91.95,,4.69,,65.94,,284.35,,0.00,,176.34,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",0.50,593.00,8.40,,,,388.00,,51.70,,17.50,,45.52,,3.12,,25.88,,144.10,,12.30,,120.81,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",37.60,833.00,8.00,,,,558.00,,68.93,,23.33,,69.42,,3.91,,44.32,,223.83,,0.00,,157.42,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",22.40,680.00,8.00,,,,449.00,,56.51,,19.68,,54.71,,3.12,,35.10,,173.88,,0.00,,150.10,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",52.90,970.00,8.30,,,,667.00,,80.15,,26.73,,87.36,,4.69,,58.50,,272.82,,12.60,,144.61,,
"LPCR1169","LP730611",6/11/1973 12:30:00,"SCUCLP16",83.40,1010.00,8.00,,,,690.00,,80.15,,28.19,,92.87,,4.69,,65.94,,284.35,,0.00,,181.22,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",52.90,1020.00,8.00,,,,707.00,,80.95,,28.68,,96.55,,4.69,,67.36,,286.27,,0.00,,178.78,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",7.20,452.00,7.40,,,,306.00,,42.88,,13.85,,31.03,,2.34,,17.73,,100.87,,0.00,,128.75,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",80.30,1110.00,7.90,,,,761.00,,82.56,,32.56,,112.19,,4.69,,76.58,,309.32,,0.00,,190.37,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",68.10,1080.00,7.90,,,,737.00,,81.75,,30.13,,105.75,,4.69,,73.74,,307.40,,0.00,,186.10,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",37.60,938.00,7.90,,,,644.00,,73.74,,26.24,,85.52,,4.69,,57.08,,265.14,,0.00,,170.85,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",0.50,555.00,8.10,,,,374.00,,48.49,,16.16,,39.31,,3.12,,23.75,,129.69,,0.00,,138.51,,
"LPCR1692","LP730611",6/11/1973 14:35:00,"SCUCLP17",22.40,466.00,7.60,,,,309.00,,43.28,,14.09,,31.49,,2.34,,19.85,,102.79,,0.00,,127.53,,
"LPCR2387","LP730611",6/12/1973 11:50:00,"SCUCLP18",0.40,501.00,8.00,,,,346.00,,47.49,,15.43,,32.64,,2.34,,18.44,,115.76,,0.00,,130.58,,
"LPCR2387","LP730611",6/12/1973 11:50:00,"SCUCLP18",7.40,498.00,8.30,,,,335.00,,47.49,,15.31,,33.10,,2.34,,19.85,,115.76,,11.10,,107.39,,
"LPCR2387","LP730611",6/12/1973 11:50:00,"SCUCLP18",22.70,506.00,8.00,,,,341.00,,46.69,,15.31,,32.64,,2.34,,18.44,,118.64,,0.00,,129.97,,
"LPCR2387","LP730611",6/12/1973 11:50:00,"SCUCLP18",37.90,538.00,7.90,,,,361.00,,47.89,,15.92,,39.08,,2.73,,25.17,,127.28,,0.00,,133.63,,
"LPCR2387","LP730611",6/12/1973 11:50:00,"SCUCLP18",44.00,1130.00,8.00,,,,785.00,,83.36,,32.56,,110.35,,4.69,,75.16,,305.48,,0.00,,207.46,,
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",68.70,974.00,8.20,,,,688.00,,84.96,,25.27,,84.60,,3.91,,42.90,,301.64,,0.00,,172.68,,
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",7.80,498.00,7.90,,,,332.00,,52.10,,13.36,,29.88,,2.73,,10.64,,129.69,,0.00,,125.08,,
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",23.00,830.00,8.00,,,,571.00,,70.53,,24.30,,70.34,,3.91,,41.48,,233.43,,0.00,,159.86,,
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",80.90,982.00,8.00,,,,690.00,,84.16,,26.73,,86.44,,4.30,,52.12,,286.27,,0.00,,175.12,,
