"Lab.Maj","Cond","pH","TSS","TSS_flg","TDS","TDS_flg","Ca","Ca_flg","Mg","Mg_flg","Na","Na_flg","K","K_flg","CO3","CO3_flg","HCO3","HCO3_flg","Alkalinity","Alkalinity_flg","Cl","Cl_flg","SO4","SO4_flg","SiO2","SiO2_flg","Fe","Fe_flg"
"K5856-21",914.00,7.83,8.90,,596.00,,65.80,,24.50,,77.60,,2.63,,1.00,"<",181.00,,149.00,,62.90,,234.00,,8.30,,4.00,"<"
"K5856-22",1008.00,7.95,4.00,"<",702.00,,73.70,,27.00,,87.50,,3.72,,1.00,"<",170.00,,140.00,,71.10,,279.00,,6.63,,4.00,"<"
"K5856-23",1171.00,7.94,17.00,,666.00,,93.40,,30.50,,103.00,,3.92,,1.00,"<",188.00,,154.00,,92.30,,323.00,,6.44,,4.00,"<"
"K5856-24",1101.00,8.01,4.00,"<",686.00,,93.10,,29.70,,97.50,,3.87,,1.00,"<",175.00,,143.00,,80.60,,310.00,,6.44,,4.00,"<"
"K5856-25",1134.00,8.00,4.60,,764.00,,91.30,,29.30,,97.90,,3.59,,1.00,"<",179.00,,146.00,,83.00,,315.00,,6.51,,4.00,"<"
"K5856-26",1198.00,7.97,12.40,,746.00,,90.60,,30.20,,104.00,,3.50,,1.00,"<",192.00,,157.00,,93.90,,325.00,,6.51,,7.47,
"K5856-29",1292.00,8.00,68.90,,794.00,,89.40,,31.20,,115.00,,3.07,,1.00,"<",219.00,,180.00,,112.00,,303.00,,6.16,,8.58,
"K5856-3",748.00,8.05,4.00,"<",526.00,,58.90,,22.50,,63.00,,3.10,,1.00,"<",162.00,,133.00,,39.80,,197.00,,6.55,,4.00,"<"
"K5856-31",546.00,7.72,421.00,,306.00,,47.10,,16.70,,29.00,,1.87,,1.00,"<",165.00,,135.00,,26.10,,91.30,,13.70,,4.83,
"K5856-32",700.00,7.79,4.00,"<",428.00,,58.20,,29.40,,51.60,,3.61,,1.00,"<",164.00,,135.00,,36.00,,164.00,,8.22,,4.00,"<"
"K5856-33",755.00,7.58,4.00,"<",474.00,,60.70,,20.50,,56.00,,2.36,,1.00,"<",182.00,,149.00,,43.30,,176.00,,9.95,,71.30,
"K5856-4",737.00,7.74,4.00,"<",488.00,,63.10,,20.70,,59.20,,2.58,,1.00,"<",164.00,,134.00,,37.40,,190.00,,7.10,,4.00,"<"
"K5856-5",890.00,7.71,4.00,"<",608.00,,77.50,,26.60,,80.60,,3.15,,1.00,"<",186.00,,152.00,,66.20,,237.00,,7.79,,4.00,"<"
"K5856-6",735.00,8.10,4.00,"<",506.00,,57.70,,22.10,,62.20,,2.81,,1.00,"<",160.00,,131.00,,39.20,,192.00,,6.53,,4.00,"<"
"K5856-7",897.00,7.79,4.00,"<",598.00,,76.90,,26.30,,79.50,,3.56,,1.00,"<",184.00,,150.00,,65.30,,236.00,,8.11,,4.00,"<"
"K5856-9",1252.00,8.05,671.00,,888.00,,112.00,,38.20,,118.00,,4.20,,1.00,"<",211.00,,173.00,,97.60,,400.00,,5.69,,4.00,"<"
"K5861-3",796.00,7.90,5.40,,516.00,,56.70,,21.90,,64.80,,3.02,,1.00,"<",162.00,,132.00,,44.90,,202.00,,7.60,,4.00,"<"
"K5861-4",794.00,7.97,4.00,"<",620.00,,56.10,,21.80,,64.80,,2.65,,1.00,"<",162.00,,133.00,,45.20,,203.00,,7.43,,4.00,"<"
"K5861-5",755.00,8.05,4.00,"<",468.00,,52.50,,21.20,,61.20,,2.36,,1.00,"<",156.00,,128.00,,39.90,,195.00,,7.28,,4.00,"<"
"K5861-6",769.00,7.95,4.00,"<",478.00,,55.20,,21.50,,62.40,,2.86,,1.00,"<",159.00,,131.00,,41.50,,198.00,,7.43,,4.00,"<"
"K5861-7",926.00,7.77,4.90,,578.00,,67.00,,24.70,,76.90,,3.08,,1.00,"<",180.00,,147.00,,64.00,,233.00,,8.50,,4.00,"<"
"K5866-1",759.00,8.01,4.60,,498.00,,54.30,,21.40,,62.30,,2.77,,1.00,"<",161.00,,132.00,,40.80,,196.00,,7.38,,4.00,"<"
"K5866-2",834.00,7.81,4.00,"<",580.00,,61.80,,22.60,,69.80,,2.94,,1.00,"<",170.00,,139.00,,52.30,,212.00,,8.15,,4.00,"<"
"K5866-3",923.00,7.74,4.00,"<",624.00,,76.30,,24.90,,77.50,,3.10,,1.00,"<",179.00,,147.00,,63.40,,232.00,,8.58,,4.00,"<"
"K5866-5",856.00,7.91,6.30,,552.00,,62.00,,22.90,,71.60,,2.05,,1.00,"<",172.00,,141.00,,54.70,,217.00,,8.05,,4.00,"<"
"K5866-6",829.00,7.88,5.50,,538.00,,59.10,,22.50,,68.90,,2.22,,1.00,"<",167.00,,137.00,,50.30,,212.00,,7.85,,4.00,"<"
"K5884-1",830.00,7.88,4.00,"<",538.00,,74.80,,24.20,,71.00,,2.82,,1.00,"<",173.00,,141.00,,54.70,,219.00,,8.20,,4.00,"<"
"K5884-10",1080.00,7.89,4.00,"<",702.00,,92.80,,29.00,,95.70,,3.01,,1.00,"<",183.00,,150.00,,81.60,,290.00,,6.81,,4.00,"<"
"K5884-11",797.00,8.04,4.00,"<",486.00,,68.90,,22.30,,65.00,,2.45,,1.00,"<",165.00,,135.00,,44.30,,206.00,,7.08,,4.00,"<"
"K5884-12",1003.00,7.88,4.00,"<",634.00,,90.20,,27.00,,87.50,,3.27,,1.00,"<",177.00,,145.00,,69.10,,276.00,,6.78,,4.00,"<"
"K5884-13",1074.00,7.96,5.71,,694.00,,90.40,,28.40,,92.90,,3.57,,1.00,"<",182.00,,149.00,,79.90,,283.00,,6.70,,4.00,"<"
"K5884-14",755.00,8.01,5.02,,486.00,,73.60,,19.00,,60.80,,2.29,,1.00,"<",161.00,,132.00,,30.20,,226.00,,6.46,,4.00,"<"
"K5884-15",763.00,7.88,4.65,,468.00,,76.90,,17.80,,60.60,,2.70,,1.00,"<",157.00,,129.00,,22.80,,238.00,,5.86,,4.00,"<"
"K5884-16",968.00,7.84,4.61,,646.00,,89.50,,25.40,,84.40,,2.94,,1.00,"<",176.00,,144.00,,63.20,,274.00,,6.74,,4.00,"<"
"K5884-17",769.00,7.99,5.29,,444.00,,75.00,,17.30,,59.70,,2.37,,1.00,"<",163.00,,134.00,,22.40,,230.00,,5.97,,4.00,"<"
"K5884-18",775.00,7.93,4.29,,468.00,,76.20,,17.50,,60.20,,2.45,,1.00,"<",164.00,,134.00,,22.00,,234.00,,5.78,,13.00,
"K5884-19",870.00,7.75,19.60,,544.00,,80.40,,18.20,,62.80,,2.23,,1.00,"<",167.00,,137.00,,21.40,,246.00,,4.82,,4.00,"<"
"K5884-2",851.00,7.98,4.00,"<",552.00,,74.20,,23.80,,69.80,,3.14,,1.00,"<",174.00,,142.00,,53.70,,217.00,,7.96,,4.00,"<"
"K5884-20",1067.00,7.75,930.00,,692.00,,95.20,,20.40,,91.80,,2.38,,1.00,"<",187.00,,153.00,,28.70,,335.00,,6.96,,4.00,"<"
"K5884-21",806.00,8.07,4.00,"<",490.00,,69.90,,21.70,,65.40,,1.82,,1.00,"<",170.00,,140.00,,45.50,,214.00,,6.85,,4.00,"<"
"K5884-22",994.00,7.96,4.13,,634.00,,85.80,,26.30,,85.90,,2.56,,1.00,"<",184.00,,150.00,,71.10,,271.00,,6.72,,4.00,"<"
"K5884-23",1029.00,7.91,7.11,,658.00,,87.10,,27.20,,90.80,,3.03,,1.00,"<",188.00,,154.00,,78.40,,272.00,,6.46,,4.00,"<"
"K5884-24",824.00,8.09,4.00,"<",506.00,,69.70,,21.80,,66.20,,2.09,,1.00,"<",173.00,,142.00,,47.90,,216.00,,6.78,,4.00,"<"
"K5884-25",1008.00,7.95,15.90,,652.00,,83.90,,26.70,,89.70,,2.85,,1.00,"<",189.00,,155.00,,77.20,,262.00,,6.46,,4.00,"<"
"K5884-26",862.00,8.06,4.00,"<",538.00,,73.40,,22.80,,69.60,,2.74,,1.00,"<",174.00,,143.00,,52.10,,225.00,,6.74,,4.00,"<"
"K5884-27",989.00,7.96,5.83,,612.00,,81.10,,25.90,,87.40,,2.84,,1.00,"<",187.00,,153.00,,73.70,,255.00,,6.53,,4.00,"<"
"K5884-28",1060.00,7.93,9.29,,632.00,,86.00,,27.50,,95.50,,2.88,,1.00,"<",194.00,,159.00,,85.10,,268.00,,6.72,,29.40,
"K5884-29",911.00,7.96,4.00,"<",504.00,,77.10,,24.10,,75.90,,2.17,,1.00,"<",176.00,,144.00,,58.90,,238.00,,6.61,,4.00,"<"
"K5884-3",765.00,8.07,4.00,"<",504.00,,65.70,,22.00,,61.90,,2.63,,1.00,"<",163.00,,134.00,,41.30,,196.00,,7.40,,4.00,"<"
"K5884-30",1044.00,7.85,4.00,"<",650.00,,83.80,,27.40,,96.80,,3.35,,1.00,"<",193.00,,158.00,,83.50,,263.00,,6.66,,53.40,
"K5884-33",1130.00,7.80,170.00,,795.00,,84.70,,28.70,,110.00,,2.71,,1.00,"<",204.00,,167.00,,96.90,,274.00,,6.53,,4.00,"<"
"K5884-34",727.00,7.90,7.27,,464.00,,63.10,,20.40,,52.10,,2.32,,1.00,"<",173.00,,142.00,,38.80,,167.00,,8.43,,4.00,"<"
"K5884-35",743.00,7.72,4.00,"<",494.00,,65.10,,21.00,,55.60,,2.23,,1.00,"<",173.00,,142.00,,41.80,,176.00,,8.67,,4.00,"<"
"K5884-36",980.00,7.70,4.00,"<",662.00,,85.40,,26.00,,83.00,,2.01,,1.00,"<",185.00,,152.00,,68.50,,258.00,,7.94,,4.00,"<"
"K5884-37",557.00,7.71,38.50,,352.00,,48.40,,17.30,,29.40,,1.81,,1.00,"<",179.00,,147.00,,27.20,,83.60,,12.40,,11.70,
"K5884-4",884.00,7.84,4.00,"<",570.00,,77.90,,24.40,,72.80,,3.10,,1.00,"<",175.00,,143.00,,58.10,,223.00,,8.45,,4.00,"<"
"K5884-5",939.00,7.78,4.00,"<",612.00,,82.60,,26.30,,78.50,,3.02,,1.00,"<",183.00,,150.00,,66.00,,238.00,,8.82,,4.00,"<"
"K5884-6",1086.00,7.94,4.00,"<",700.00,,94.30,,29.50,,95.20,,3.73,,1.00,"<",184.00,,151.00,,80.80,,291.00,,7.08,,4.00,"<"
"K5884-8",745.00,8.10,4.00,"<",480.00,,66.20,,21.70,,61.30,,2.87,,1.00,"<",163.00,,134.00,,41.20,,195.00,,7.36,,4.00,"<"
"K5884-9",908.00,7.82,4.00,"<",576.00,,80.40,,24.80,,76.00,,2.95,,1.00,"<",177.00,,145.00,,61.80,,233.00,,8.37,,4.00,"<"
"K5892-1",777.00,8.15,6.50,,554.00,,68.10,,21.90,,63.00,,3.86,,1.00,"<",172.00,,141.00,,41.80,,198.00,,7.49,,4.00,"<"
"K5892-2",881.00,7.35,5.80,,584.00,,79.50,,24.10,,73.90,,3.75,,1.00,"<",209.00,,171.00,,58.10,,225.00,,8.50,,4.00,"<"
"K5892-3",1086.00,8.99,7.50,,762.00,,95.90,,29.30,,97.20,,4.70,,1.00,"<",214.00,,239.00,,80.60,,287.00,,7.10,,4.00,"<"
"K5892-4",886.00,7.92,4.50,,630.00,,78.30,,24.10,,74.00,,3.29,,1.00,"<",179.00,,147.00,,56.60,,222.00,,8.37,,4.00,"<"
"K5892-5",871.00,7.95,4.90,,618.00,,78.10,,24.10,,73.50,,3.46,,1.00,"<",183.00,,150.00,,56.80,,224.00,,8.05,,4.00,"<"
"K5904-1",798.00,8.11,4.00,"<",476.00,,67.40,,22.90,,66.60,,2.93,,1.00,"<",173.00,,142.00,,44.20,,208.00,,7.25,,4.00,"<"
"K5904-2",887.00,7.88,4.00,"<",584.00,,78.50,,24.60,,76.40,,2.77,,1.00,"<",182.00,,149.00,,59.20,,232.00,,8.03,,4.00,"<"
"K5904-3",1071.00,7.88,4.00,"<",730.00,,92.50,,28.80,,96.00,,3.76,,1.00,"<",192.00,,158.00,,79.60,,286.00,,7.15,,4.00,"<"
"K5904-4",903.00,7.90,4.00,"<",652.00,,77.30,,24.40,,76.40,,3.03,,1.00,"<",180.00,,147.00,,59.00,,232.00,,7.66,,4.00,"<"
"K5904-5",910.00,7.89,4.00,"<",588.00,,78.30,,24.70,,77.60,,3.19,,1.00,"<",181.00,,149.00,,60.30,,236.00,,7.77,,4.00,"<"
"K5917-1",781.00,7.99,4.00,"<",548.00,,67.80,,22.90,,66.20,,3.12,,1.00,"<",170.00,,139.00,,44.80,,209.00,,7.17,,4.00,"<"
"K5917-2",861.00,7.76,4.00,"<",616.00,,74.80,,23.50,,72.80,,2.65,,1.00,"<",173.00,,141.80,,53.90,,228.00,,7.62,,4.00,"<"
"K5917-3",1083.00,7.79,4.00,"<",818.00,,92.40,,29.00,,96.60,,3.15,,1.00,"<",191.00,,156.50,,81.90,,292.00,,7.25,,4.00,"<"
"K5917-4",884.00,7.79,4.00,"<",592.00,,75.90,,24.00,,74.60,,2.57,,1.00,"<",174.00,,142.50,,56.10,,230.00,,7.70,,4.00,"<"
"K5917-5",867.00,7.87,4.00,"<",600.00,,73.80,,23.50,,73.20,,2.31,,1.00,"<",170.00,,144.20,,55.30,,228.00,,7.40,,4.00,"<"
"K5930-6",5260.00,6.40,17.20,,4400.00,,529.00,,138.00,,501.00,,44.40,,1.00,"<",682.00,,559.00,,797.00,,1410.00,,17.50,,400.00,
"K5942-1",956.00,7.75,4.00,"<",610.00,,73.30,,24.20,,72.80,,2.97,,1.00,"<",180.00,,147.00,,52.60,,224.00,,7.21,,4.00,"<"
"K5942-10",766.00,8.14,4.57,,490.00,,63.70,,19.40,,63.50,,3.18,,1.00,"<",173.00,,141.00,,49.60,,192.00,,7.10,,4.00,"<"
"K5942-11",1040.00,7.70,4.00,"<",668.00,,92.00,,25.00,,91.50,,3.41,,1.00,"<",192.00,,157.00,,77.50,,273.00,,7.10,,4.00,"<"
"K5942-12",788.00,8.09,4.00,"<",502.00,,73.40,,18.30,,63.90,,3.35,,1.00,"<",164.00,,134.00,,32.10,,231.00,,5.89,,4.00,"<"
"K5942-13",985.00,7.79,4.00,"<",612.00,,90.80,,24.10,,84.70,,3.85,,1.00,"<",191.00,,157.00,,65.50,,269.00,,7.15,,4.00,"<"
"K5942-14",469.00,7.84,4.00,"<",254.00,,53.40,,9.20,,27.50,,3.03,,1.00,"<",130.00,,107.00,,9.29,,116.00,,4.86,,4.00,"<"
"K5942-15",408.00,7.69,4.00,"<",260.00,,44.30,,8.50,,21.70,,2.83,,1.00,"<",120.00,,98.10,,7.35,,94.40,,4.88,,4.00,"<"
"K5942-16",795.00,7.89,4.00,"<",508.00,,70.90,,18.00,,61.00,,3.40,,1.00,"<",171.00,,141.00,,27.90,,238.00,,5.93,,4.00,"<"
"K5942-17",823.00,7.56,4.00,"<",532.00,,75.80,,17.00,,62.80,,3.38,,1.00,"<",174.00,,143.00,,23.20,,253.00,,6.63,,4.00,"<"
"K5942-18",552.00,7.71,4.00,"<",338.00,,59.50,,10.00,,33.00,,2.62,,1.00,"<",132.00,,147.20,,13.00,,149.00,,3.00,,4.00,"<"
"K5942-19",674.00,8.05,4.00,"<",442.00,,56.20,,19.10,,50.80,,2.81,,1.00,"<",163.00,,148.00,,40.40,,156.00,,7.70,,6.40,
"K5942-2",897.00,7.83,4.00,"<",570.00,,70.10,,23.00,,70.50,,3.01,,1.00,"<",180.00,,148.00,,52.80,,226.00,,7.53,,4.00,"<"
"K5942-20",642.00,7.69,4.00,"<",404.00,,56.60,,15.70,,48.80,,1.87,,1.00,"<",156.00,,147.00,,37.20,,144.00,,8.15,,4.00,"<"
"K5942-21",1258.00,7.75,5.80,,806.00,,85.00,,24.70,,88.90,,2.94,,1.00,"<",191.00,,140.00,,74.30,,263.00,,7.15,,4.00,"<"
"K5942-22",618.00,7.92,5.20,,384.00,,55.80,,15.20,,44.30,,1.81,,1.00,"<",155.00,,145.00,,31.10,,127.00,,7.40,,11.30,
"K5942-23",497.00,7.63,40.10,,318.00,,42.80,,12.80,,30.20,,1.80,,1.00,"<",145.00,,119.00,,21.80,,94.90,,7.66,,4.00,"<"
"K5942-24",993.00,7.93,4.00,"<",628.00,,85.30,,26.40,,90.90,,3.09,,1.00,"<",202.00,,165.00,,74.60,,257.00,,7.32,,4.00,"<"
"K5942-25",478.00,7.73,4.00,"<",308.00,,43.90,,11.50,,29.10,,1.65,,1.00,"<",138.00,,113.00,,20.30,,88.60,,7.81,,4.00,"<"
"K5942-26",435.00,7.46,24.00,,272.00,,38.50,,10.90,,24.40,,1.32,,1.00,"<",131.00,,107.00,,18.30,,79.30,,7.98,,4.00,"<"
"K5942-27",951.00,7.79,9.00,,608.00,,73.80,,24.50,,82.10,,2.52,,1.00,"<",188.00,,154.00,,69.60,,245.00,,6.89,,4.00,"<"
"K5942-28",972.00,7.79,6.80,,620.00,,82.90,,23.90,,84.60,,2.53,,1.00,"<",190.00,,156.00,,71.00,,251.00,,7.68,,4.00,"<"
"K5942-3",794.00,8.13,4.00,"<",526.00,,69.40,,20.90,,65.20,,2.92,,1.00,"<",179.00,,147.00,,45.30,,211.00,,7.23,,4.00,"<"
"K5942-30",475.00,7.74,4.00,"<",304.00,,43.60,,10.80,,29.90,,1.51,,1.00,"<",129.00,,105.00,,25.70,,89.40,,8.56,,4.00,"<"
"K5942-31",913.00,7.54,18.80,,594.00,,77.40,,21.80,,80.40,,1.74,,1.00,"<",169.00,,138.00,,64.70,,225.00,,7.13,,4.00,"<"
"K5942-33",512.00,7.61,119.00,,332.00,,47.30,,10.60,,33.70,,1.00,"<",1.00,"<",121.00,,100.00,,26.70,,91.70,,8.39,,30.30,
"K5942-34",765.00,8.13,131.00,,494.00,,59.50,,20.50,,57.90,,2.06,,1.00,"<",156.00,,128.00,,45.90,,199.00,,7.06,,4.00,"<"
"K5942-35",747.00,7.64,5.90,,474.00,,64.90,,17.70,,60.00,,2.32,,1.00,"<",148.00,,122.00,,46.80,,177.00,,7.45,,4.00,"<"
"K5942-36",899.00,7.54,4.10,,584.00,,70.40,,22.00,,66.00,,2.27,,1.00,"<",173.00,,142.00,,58.10,,223.00,,9.33,,4.00,"<"
"K5942-37",554.00,7.95,301.00,,344.00,,44.80,,19.10,,23.50,,2.45,,1.00,"<",175.00,,143.00,,29.60,,80.40,,9.24,,4.00,"<"
"K5942-4",773.00,8.15,4.00,"<",480.00,,67.00,,20.50,,64.40,,3.32,,1.00,"<",170.00,,140.00,,43.90,,204.00,,7.17,,4.00,"<"
"K5942-5",828.00,7.84,4.00,"<",526.00,,75.30,,21.20,,68.70,,2.71,,1.00,"<",176.00,,145.00,,48.60,,219.00,,7.25,,4.00,"<"
"K5942-6",1081.00,7.79,4.00,"<",698.00,,84.80,,27.30,,90.30,,3.07,,1.00,"<",195.00,,160.00,,81.00,,289.00,,7.32,,4.00,"<"
"K5942-7",791.00,8.13,6.31,,512.00,,69.00,,20.70,,65.90,,2.44,,1.00,"<",171.00,,140.00,,44.80,,210.00,,7.10,,4.00,"<"
"K5942-8",1058.00,7.80,4.46,,678.00,,86.20,,26.20,,89.90,,3.48,,1.00,"<",192.00,,157.00,,78.70,,282.00,,7.32,,4.00,"<"
"K5957-1",848.00,7.84,5.60,,554.00,,75.80,,23.70,,73.00,,4.12,,1.00,"<",183.00,,148.00,,55.60,,232.00,,7.21,,4.00,"<"
"K5957-2",853.00,7.96,4.00,"<",590.00,,74.20,,23.30,,71.10,,3.83,,1.00,"<",190.00,,156.00,,51.60,,224.00,,6.98,,4.00,"<"
"K5957-3",808.00,8.11,4.00,"<",542.00,,66.30,,23.30,,69.00,,3.99,,1.00,"<",182.00,,149.00,,46.20,,215.00,,7.02,,4.00,"<"
"K5957-4",843.00,7.89,4.00,"<",614.00,,73.30,,22.90,,70.80,,3.47,,1.00,"<",191.00,,156.00,,49.60,,222.00,,7.13,,4.00,"<"
"K5957-5",1076.00,7.80,4.40,,770.00,,94.20,,29.30,,97.50,,3.56,,1.00,"<",197.00,,162.00,,81.20,,289.00,,7.34,,4.00,"<"
"K5965-1",853.00,7.73,4.00,"<",562.00,,73.60,,22.80,,69.80,,3.74,,1.00,"<",176.00,,144.00,,51.70,,225.00,,7.00,,4.00,"<"
"K5965-2",855.00,7.77,4.00,"<",543.00,,73.80,,22.70,,70.30,,3.25,,1.00,"<",176.00,,144.00,,52.00,,226.00,,6.89,,4.00,"<"
"K5965-3",805.00,8.01,4.00,"<",539.00,,65.80,,22.80,,67.70,,3.22,,1.00,"<",169.00,,139.00,,47.10,,218.00,,6.91,,4.00,"<"
"K5965-4",777.00,8.08,4.00,"<",507.00,,64.00,,21.80,,64.60,,2.89,,1.00,"<",169.00,,139.00,,46.10,,205.00,,6.61,,4.00,"<"
"K5965-5",851.00,7.71,4.00,"<",608.00,,73.40,,22.40,,69.50,,3.07,,1.00,"<",175.00,,143.00,,50.50,,225.00,,6.98,,4.00,"<"
"K5965-6",1081.00,7.74,4.00,"<",751.00,,92.90,,28.40,,95.00,,3.50,,1.00,"<",195.00,,160.00,,81.20,,290.00,,7.21,,4.00,"<"
"K5983-1",860.00,7.71,4.00,"<",672.00,,67.80,,22.50,,71.60,,2.64,,1.00,"<",174.00,,143.00,,50.30,,220.00,,6.98,,4.00,"<"
"K5983-10",663.00,8.17,4.00,"<",490.00,,51.70,,17.90,,53.10,,2.05,,1.00,"<",153.00,,125.00,,36.80,,162.00,,6.48,,4.00,"<"
"K5983-11",541.00,7.64,4.00,"<",404.00,,48.20,,13.70,,36.70,,1.82,,1.00,"<",147.00,,120.00,,26.70,,109.00,,7.45,,4.00,"<"
"K5983-12",1000.00,7.77,4.00,,696.00,,79.80,,26.20,,91.40,,2.98,,1.00,"<",197.00,,163.00,,76.00,,270.00,,6.93,,4.00,"<"
"K5983-14",852.00,8.10,4.00,"<",678.00,,54.70,,17.10,,55.60,,2.60,,1.00,"<",139.00,,114.00,,28.70,,197.00,,4.96,,4.00,"<"
"K5983-15",957.00,7.56,5.70,,520.00,,79.10,,24.10,,84.80,,2.89,,1.00,"<",183.00,,150.00,,61.00,,262.00,,7.02,,4.00,"<"
"K5983-16",641.00,7.96,4.00,"<",530.00,,54.50,,12.90,,49.40,,3.03,,1.00,"<",140.00,,115.00,,15.70,,179.00,,4.45,,4.00,"<"
"K5983-17",729.00,7.70,4.70,,618.00,,68.80,,13.60,,58.40,,4.22,,1.00,"<",161.00,,132.00,,15.60,,217.00,,7.10,,4.00,"<"
"K5983-18",828.00,7.97,4.00,"<",652.00,,75.40,,18.20,,69.10,,2.66,,1.00,"<",191.00,,156.00,,23.40,,245.00,,6.89,,4.00,"<"
"K5983-19",756.00,8.03,3680.00,,618.00,,76.60,,14.20,,58.50,,4.46,,1.00,"<",205.00,,168.00,,16.60,,221.00,,8.37,,4.00,"<"
"K5983-2",842.00,7.96,7.10,,600.00,,67.80,,22.20,,71.30,,2.57,,1.00,"<",183.00,,150.00,,50.40,,220.00,,6.74,,4.00,"<"
"K5983-20",618.00,8.18,4.00,"<",458.00,,50.00,,17.50,,46.00,,2.71,,1.00,"<",166.00,,136.00,,33.60,,138.00,,6.70,,4.00,"<"
"K5983-21",546.00,7.65,4.00,,488.00,,48.10,,13.80,,36.20,,2.51,,1.00,"<",148.00,,121.00,,26.70,,107.00,,7.62,,4.00,"<"
"K5983-22",1010.00,7.69,7.60,,774.00,,77.70,,26.00,,89.70,,3.19,,1.00,"<",189.00,,155.00,,73.60,,262.00,,7.08,,4.00,"<"
"K5983-23",632.00,8.13,4.00,"<",470.00,,50.80,,15.80,,44.80,,3.11,,1.00,"<",151.00,,124.00,,37.30,,137.00,,6.48,,4.00,"<"
"K5983-24",560.00,8.03,4.00,"<",404.00,,48.90,,14.50,,38.80,,2.95,,1.00,"<",154.00,,126.00,,28.50,,114.00,,7.70,,4.00,"<"
"K5983-25",979.00,8.14,4.00,"<",720.00,,76.10,,25.80,,89.20,,3.21,,1.00,"<",207.00,,170.00,,72.20,,251.00,,7.64,,4.00,"<"
"K5983-26",790.00,8.25,4.00,"<",584.00,,63.20,,19.80,,62.30,,2.82,,1.00,"<",163.00,,134.00,,55.90,,195.00,,6.29,,4.00,"<"
"K5983-27",914.00,7.97,4.70,,674.00,,77.50,,22.10,,72.60,,3.70,,1.00,"<",175.00,,143.00,,64.10,,241.00,,7.17,,4.00,"<"
"K5983-28",559.00,8.06,4.00,"<",388.00,,49.50,,13.70,,38.00,,1.87,,1.00,"<",161.00,,132.00,,29.10,,111.00,,7.79,,4.00,"<"
"K5983-29",955.00,8.14,4.80,,682.00,,73.90,,25.30,,87.40,,2.91,,1.00,"<",195.00,,160.00,,69.90,,245.00,,7.38,,4.00,"<"
"K5983-3",796.00,8.01,4.00,"<",590.00,,60.90,,22.20,,69.00,,2.93,,1.00,"<",166.00,,136.00,,46.90,,215.00,,6.72,,4.00,"<"
"K5983-31",1030.00,8.17,6.60,,766.00,,91.00,,25.60,,86.40,,4.27,,1.00,"<",176.00,,144.00,,76.40,,284.00,,7.15,,4.00,"<"
"K5983-32",1120.00,7.91,11.20,,866.00,,102.00,,27.20,,94.20,,4.20,,1.00,"<",198.00,,163.00,,82.10,,322.00,,7.64,,4.00,"<"
"K5983-33",873.00,7.92,11.90,,658.00,,74.30,,21.30,,71.20,,2.95,,1.00,"<",203.00,,166.00,,56.80,,217.00,,7.51,,4.00,"<"
"K5983-34",929.00,7.95,18.60,,740.00,,76.50,,24.10,,79.90,,3.12,,1.00,"<",221.00,,181.00,,63.10,,230.00,,7.49,,4.67,
"K5983-36",1140.00,8.00,167.00,,796.00,,102.00,,26.60,,95.00,,4.29,,1.00,"<",199.00,,163.00,,80.90,,332.00,,7.62,,4.36,
"K5983-37",672.00,8.06,4.00,"<",510.00,,51.70,,18.00,,51.80,,3.00,,1.00,"<",166.00,,136.00,,37.60,,156.00,,6.42,,4.00,"<"
"K5983-38",753.00,7.82,4.00,"<",598.00,,60.80,,20.40,,59.70,,2.42,,1.00,"<",185.00,,152.00,,41.20,,187.00,,7.43,,4.00,"<"
"K5983-39",856.00,7.69,4.00,"<",630.00,,68.50,,22.50,,69.40,,2.62,,1.00,"<",200.00,,164.00,,53.80,,207.00,,9.54,,16.70,
"K5983-4",755.00,7.88,4.00,"<",530.00,,58.60,,20.50,,63.30,,2.68,,1.00,"<",162.00,,133.00,,44.40,,193.00,,6.36,,4.00,"<"
"K5983-40",858.00,7.66,5490.00,,680.00,,124.00,,18.50,,18.50,,7.11,,1.00,"<",148.00,,121.00,,16.10,,320.00,,8.92,,6.97,
"K5983-5",836.00,7.96,4.00,"<",594.00,,66.80,,21.90,,70.20,,2.78,,1.00,"<",179.00,,146.00,,49.60,,219.00,,6.78,,4.00,"<"
"K5983-6",1060.00,7.71,4.00,"<",778.00,,85.30,,27.30,,94.70,,3.01,,1.00,"<",190.00,,155.00,,77.50,,278.00,,7.19,,4.00,"<"
"K5983-7",765.00,8.09,4.00,"<",586.00,,55.10,,21.10,,65.30,,2.74,,1.00,"<",152.00,,125.00,,45.30,,202.00,,6.46,,4.00,"<"
"K5983-8",612.00,7.67,4.00,"<",460.00,,50.30,,16.00,,45.20,,1.92,,1.00,"<",153.00,,125.00,,32.30,,134.00,,7.00,,4.00,"<"
"K5983-9",1050.00,7.66,4.00,"<",770.00,,84.40,,27.30,,95.30,,2.93,,1.00,"<",187.00,,153.00,,78.70,,282.00,,7.47,,4.00,"<"
"K5996-1",790.00,7.99,4.00,"<",682.00,,61.90,,21.80,,63.10,,3.80,,1.00,"<",172.00,,141.30,,46.20,,207.00,,6.48,,4.00,"<"
"K5996-2",796.00,7.82,4.00,"<",642.00,,64.60,,21.80,,65.30,,3.74,,1.00,"<",175.00,,143.40,,46.30,,213.00,,6.89,,4.00,"<"
